,arrest_key,arrest_date,pd_desc,ofns_desc,law_code,law_cat_cd,age_group,perp_sex,perp_race,latitude,longitude,arrest_boro,arrest_precinct,jurisdiction_code
64062,195268229,2019-03-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE,40.810398494000026,-73.92489531099994,B,40,0.0
64098,194866861,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.68874336800008,-73.94498708099997,K,79,0.0
64144,196752859,2019-05-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.64870676900006,-73.90513094099998,K,69,0.0
64164,195210774,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.74500029700005,-73.87012832399995,Q,110,0.0
64188,195929540,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.80855767700007,-73.95235475399994,M,28,0.0
64208,193874973,2019-02-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.82547196300004,-73.89294073699995,B,41,0.0
64229,195094988,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.81092037700006,-73.94504504699995,M,32,0.0
64238,194410538,2019-03-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.64886713300007,-73.95082189999994,K,67,0.0
64244,195513165,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK,40.762043893000055,-73.82732958099996,Q,109,0.0
64266,195955271,2019-04-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.89235092600006,-73.85643985999997,B,47,0.0
64318,196650128,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.66427956300004,-73.93047382199995,K,71,0.0
64326,195043039,2019-03-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
64335,195513148,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
64364,196664646,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK HISPANIC,40.84819452300008,-73.93616960199995,M,33,0.0
64395,195869566,2019-04-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.82333441000003,-73.88227457299996,B,43,0.0
64429,194445606,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
64434,195626051,2019-04-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,<18,M,BLACK,40.74716135800003,-73.98549685399996,M,14,0.0
64467,200168846,2019-07-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.70755934400006,-73.90403365799995,Q,104,0.0
64554,197909536,2019-06-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.68437984000008,-73.98134963399997,K,84,0.0
64576,196428249,2019-04-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.69422239600004,-73.95931336399997,K,79,0.0
64580,196274076,2019-04-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.84031355900004,-73.86740879899997,B,43,0.0
64697,195274467,2019-03-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.762043893000055,-73.82732958099996,Q,109,0.0
64719,196251161,2019-04-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,ASIAN / PACIFIC ISLANDER,40.80855767700007,-73.95235475399994,M,28,0.0
64733,197259223,2019-05-16,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.63174911200008,-73.92723279799998,K,63,0.0
64734,194959885,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.63625158700006,-74.00319010299995,K,66,0.0
64819,195263174,2019-03-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.810398494000026,-73.92489531099994,B,40,0.0
64873,194665164,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.86184273000004,-73.90295060899996,B,52,0.0
64881,196486617,2019-04-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,45-64,M,BLACK,40.64886713300007,-73.95082189999994,K,67,0.0
64900,195423174,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.88733281800006,-73.84725001299995,B,47,0.0
64908,195596056,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.810398494000026,-73.92489531099994,B,40,0.0
64967,196487370,2019-04-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,F,WHITE HISPANIC,40.86962943900005,-73.86244751599997,B,47,0.0
64995,194345602,2019-03-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK HISPANIC,40.86940749200005,-73.87999831299999,B,52,0.0
65012,195754930,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.70744736400008,-73.79214176799996,Q,103,0.0
65014,195242052,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,ASIAN / PACIFIC ISLANDER,40.679696627000055,-73.86056429099995,Q,102,0.0
65021,194611162,2019-03-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.87788686600004,-73.86595251999995,B,47,0.0
65052,195092514,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.79692352500007,-73.97113671599999,M,24,0.0
65147,195156515,2019-03-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,ASIAN / PACIFIC ISLANDER,40.762043893000055,-73.82732958099996,Q,109,0.0
65207,195043103,2019-03-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,WHITE HISPANIC,40.74500029700005,-73.87012832399995,Q,110,0.0
65215,197463180,2019-05-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.58623140500004,-73.81601112099997,Q,100,0.0
65230,194613672,2019-03-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK HISPANIC,40.88311992000007,-73.90332096899994,B,50,0.0
65264,195483861,2019-04-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK HISPANIC,40.70347830300005,-73.88922704799995,Q,104,0.0
65300,194941250,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK HISPANIC,40.84227324600005,-73.87224065199996,B,48,0.0
65322,196159190,2019-04-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.800880893000055,-73.94095380699997,M,25,0.0
65416,197492480,2019-05-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.67597640200006,-73.96302338199996,K,77,0.0
65438,194986877,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.85214828000005,-73.92069849099994,B,46,0.0
65441,195653048,2019-04-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.86170184600008,-73.90188070899995,B,46,1.0
65457,195717964,2019-04-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.63068215900006,-73.97355396999995,K,70,0.0
65471,195863998,2019-04-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE HISPANIC,40.64502274600005,-74.07721684699999,S,120,0.0
65492,200379505,2019-07-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.72664795700007,-73.94372189199999,K,94,0.0
65548,194155955,2019-03-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK,40.57556809600004,-73.98093364699997,K,60,0.0
65567,195094972,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,<18,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
65589,195089494,2019-03-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.82338729100008,-73.87017044999999,B,43,1.0
65591,195383043,2019-03-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK HISPANIC,40.78735360700006,-73.97526483699994,M,20,0.0
65624,194498690,2019-03-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,WHITE HISPANIC,40.57904623000008,-73.96104308699995,K,60,0.0
65699,195770404,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.85358740100003,-73.90059135599995,B,46,0.0
65750,197311365,2019-05-17,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.85580274300003,-73.84390995399997,B,49,0.0
65761,195370382,2019-03-31,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,25-44,M,BLACK,40.80621138200007,-73.91877372999994,B,40,0.0
65776,195239848,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.71640908300003,-73.80797172999996,Q,107,0.0
65786,193622439,2019-02-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,25-44,M,BLACK,40.86940749200005,-73.87999831299999,B,52,0.0
65813,195682159,2019-04-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.795581553000034,-73.93229781499997,M,25,0.0
65848,193943112,2019-02-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK HISPANIC,40.68964821100008,-73.92405412199997,K,81,0.0
65875,199320382,2019-07-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE,40.679884205000064,-74.01666544099999,K,76,0.0
65895,196213583,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,F,WHITE HISPANIC,40.85481095100005,-73.90645281299999,B,46,0.0
65906,195338101,2019-03-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,F,WHITE HISPANIC,40.697614326000064,-73.92961681899999,K,83,0.0
65954,195435041,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.726293088000034,-73.73476084899994,Q,105,0.0
65958,197001457,2019-05-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,18-24,M,WHITE HISPANIC,40.70744736400008,-73.79214176799996,Q,103,0.0
65994,195793023,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,BLACK,40.82430791500008,-73.89263187599994,B,41,0.0
66012,197399578,2019-05-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,45-64,M,WHITE,40.80769916300005,-73.94738485799996,M,28,0.0
66013,196280291,2019-04-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,WHITE,40.602070698000034,-74.00269150899999,K,62,0.0
66046,195936596,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
66112,196388903,2019-04-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK,40.62322681900008,-74.14922697299994,S,121,0.0
66134,198119850,2019-06-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,ASIAN / PACIFIC ISLANDER,40.68112594000007,-73.97436682299997,K,78,0.0
66138,194588056,2019-03-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.69536744700008,-73.98324342499996,K,84,0.0
66197,195519525,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,BLACK,40.60274595100003,-73.75007786499998,Q,101,0.0
66242,194959251,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,WHITE HISPANIC,40.61274464400003,-74.01171429499993,K,68,0.0
66255,195623206,2019-04-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.65431772100004,-74.00441992599997,K,72,1.0
66277,195565299,2019-04-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,WHITE HISPANIC,40.88311992000007,-73.90332096899994,B,50,0.0
66286,196473399,2019-04-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,WHITE,40.80233685300004,-73.94935763499996,M,28,0.0
66308,194646170,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.69536744700008,-73.98324342499996,K,84,0.0
66315,195936594,2019-04-12,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.67597640200006,-73.96302338199996,K,77,0.0
66317,197687987,2019-05-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,BLACK,40.61620051700004,-74.10403587099995,S,120,0.0
66318,195754917,2019-04-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK,40.80543660600006,-73.93992029899994,M,25,0.0
66383,200000765,2019-07-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.68964821100008,-73.92405412199997,K,81,0.0
66400,197723893,2019-05-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.74500029700005,-73.87012832399995,Q,110,0.0
66405,196520345,2019-04-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.76880962800004,-73.95527133099995,M,19,0.0
66431,196578605,2019-04-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.73739466100005,-73.97972541699994,M,13,0.0
66486,198666913,2019-06-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,F,WHITE HISPANIC,40.72906475000008,-73.81102013199995,Q,107,0.0
66494,195995466,2019-04-14,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601002,F,18-24,M,BLACK,40.57758741600003,-73.97633607099993,K,60,0.0
66527,196836874,2019-05-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.68238772000007,-73.81473267799998,Q,106,0.0
66536,196301312,2019-04-22,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,F,BLACK,40.804694598000026,-73.93815825199994,M,25,0.0
66548,196790832,2019-05-04,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,18-24,M,BLACK HISPANIC,40.84078385800007,-73.93625260699997,M,33,0.0
66581,195236386,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.83778161800007,-73.91945797099999,B,44,0.0
66610,195352630,2019-03-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.80370796300008,-73.93581854499996,M,25,0.0
66611,194176384,2019-03-02,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE HISPANIC,40.75629848300008,-73.87839732799995,Q,115,0.0
66626,196252296,2019-04-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,BLACK,40.67512822700007,-73.87389112599999,K,75,0.0
66661,199779180,2019-07-15,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,45-64,M,BLACK HISPANIC,40.82867545800008,-73.94398971599998,M,30,0.0
66696,194651795,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.72906475000008,-73.81102013199995,Q,107,0.0
66701,195815571,2019-04-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
66738,196591035,2019-04-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK HISPANIC,40.80855767700007,-73.95235475399994,M,28,0.0
66772,197548212,2019-05-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.712362272000064,-73.89122505999995,Q,104,0.0
66775,196996208,2019-05-09,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,25-44,M,WHITE HISPANIC,40.74784316100005,-73.86243190299996,Q,110,0.0
66779,194883266,2019-03-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
66890,195274469,2019-03-28,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,WHITE HISPANIC,40.762043893000055,-73.82732958099996,Q,109,0.0
66892,197987826,2019-06-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.82741874200008,-73.89991500599996,B,42,0.0
66895,194847109,2019-03-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,18-24,M,BLACK,40.67111083400005,-73.91356336299998,K,73,0.0
66971,195426036,2019-04-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,F,BLACK,40.75758878500005,-73.98659189399996,M,14,0.0
67011,195236417,2019-03-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,BLACK HISPANIC,40.78450736500002,-73.97548255699996,M,20,0.0
67021,194275717,2019-03-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.74500029700005,-73.87012832399995,Q,110,0.0
67056,196248770,2019-04-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.83044740700007,-73.87579016199999,B,43,0.0
67060,195336311,2019-03-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.77388173600008,-73.98806889999997,M,20,0.0
67110,194422686,2019-03-08,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.762043893000055,-73.82732958099996,Q,109,0.0
67120,196273745,2019-04-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.79569494400005,-73.93873724999997,M,23,2.0
67191,197694219,2019-05-27,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,M,AMERICAN INDIAN/ALASKAN NATIVE,40.72622779300008,-74.00749860599996,M,1,0.0
67243,195109691,2019-03-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
67290,197535347,2019-05-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK,40.69833089400004,-73.91749507299994,K,83,0.0
67329,200638556,2019-08-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,M,BLACK,40.81485289400007,-73.95631335299998,M,26,0.0
67414,195366428,2019-03-30,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,M,BLACK,40.867787091000025,-73.89898651699997,B,52,0.0
67421,200021928,2019-07-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.59453107200005,-73.76186872699998,Q,101,0.0
67431,194671351,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,45-64,F,BLACK,40.88733281800006,-73.84725001299995,B,47,0.0
67475,197565548,2019-05-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.762043893000055,-73.82732958099996,Q,109,0.0
67487,194986887,2019-03-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,18-24,M,BLACK,40.66416202000005,-73.94681681999998,K,71,0.0
67568,196180123,2019-04-18,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,UNKNOWN,40.65799306600008,-74.00069344599996,K,72,0.0
67691,194948297,2019-03-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,BLACK HISPANIC,40.82203993500008,-73.89173226699995,B,41,0.0
67694,200168847,2019-07-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601504,F,25-44,M,ASIAN / PACIFIC ISLANDER,40.762043893000055,-73.82732958099996,Q,109,0.0
67714,197053998,2019-05-10,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,<18,F,WHITE HISPANIC,40.83106597200003,-73.90584298399995,B,42,0.0
67721,196339860,2019-04-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,WHITE HISPANIC,40.59688669100007,-73.76887127199996,Q,101,0.0
67723,196450914,2019-04-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.76956124200007,-73.91536344699995,Q,114,0.0
67726,196331495,2019-04-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.815929553000046,-73.94516735699995,M,32,0.0
67745,196401699,2019-04-24,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,BLACK HISPANIC,40.76039969100003,-73.98934554699997,M,18,0.0
67770,198160067,2019-06-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102A,F,18-24,M,BLACK HISPANIC,40.71157890800004,-73.78503013199997,Q,103,0.0
67777,196328952,2019-04-23,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK,40.67141166300007,-73.88151172399995,K,75,0.0
67796,197454242,2019-05-21,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,25-44,M,BLACK,40.82547196300004,-73.89294073699995,B,41,0.0
67814,196469675,2019-04-26,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,25-44,F,BLACK,40.78934789300007,-73.94735241299998,M,23,0.0
67884,196664648,2019-05-01,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,25-44,M,BLACK,40.84819452300008,-73.93616960199995,M,33,0.0
67905,195141318,2019-03-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,F,BLACK HISPANIC,40.88733281800006,-73.84725001299995,B,47,0.0
67991,195672883,2019-04-07,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.75129602800007,-73.81192434099995,Q,109,0.0
67995,196207602,2019-04-19,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,<18,M,BLACK,40.59406298000005,-73.96086869299995,K,61,0.0
68014,199607413,2019-07-11,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,F,BLACK,40.81608766100004,-73.89582435399996,B,41,0.0
68098,195142939,2019-03-25,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,18-24,M,BLACK,40.76016138500006,-73.99879580599998,M,10,0.0
68101,195523611,2019-04-03,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601503,F,45-64,M,BLACK,40.84108492100006,-73.93976883999994,M,33,0.0
68104,196851267,2019-05-06,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,F,25-44,M,WHITE,40.70629036500003,-73.95035033099998,K,90,0.0
68119,196806569,2019-05-05,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,F,<18,M,WHITE HISPANIC,40.79923248600005,-73.93305619799997,M,25,2.0
68131,196336805,2019-04-20,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601501,F,<18,M,BLACK,40.67135982000008,-73.88181102299995,K,75,0.0
68144,195338093,2019-03-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,<18,M,BLACK,40.82338729100008,-73.87017044999999,B,43,0.0
68147,197756492,2019-05-29,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 160102B,F,25-44,M,BLACK,40.68822079700004,-73.91981169999997,K,83,0.0
68161,194640976,2019-03-13,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,F,18-24,M,BLACK,40.762043893000055,-73.82732958099996,Q,109,0.0
